"filename", "language", "JavaScript", "JSON", "MS SQL", "Log", "Markdown", "TypeScript", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\community\CommunityDashboardScreen.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, -2, 5, 61
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\community\CommunityHomeFeedScreen.js", "JavaScript", -471, 0, 0, 0, 0, 0, 0, -16, -34, -521
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\community\CreateOpportunityScreen.js", "JavaScript", 2256, 0, 0, 0, 0, 0, 0, 20, 111, 2387
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\community\OpportunitiesListScreen.js", "JavaScript", 463, 0, 0, 0, 0, 0, 0, 1, 19, 483
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\member\ApplyToOpportunityScreen.js", "JavaScript", 660, 0, 0, 0, 0, 0, 0, 7, 34, 701
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\home\member\OpportunityViewScreen.js", "JavaScript", 702, 0, 0, 0, 0, 0, 0, 1, 24, 727
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\messages\ChatScreen.js", "JavaScript", 226, 0, 0, 0, 0, 0, 0, 30, 17, 273
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\UniversalFollowersScreen.js", "JavaScript", 157, 0, 0, 0, 0, 0, 0, 9, 20, 186
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\UniversalFollowingScreen.js", "JavaScript", 153, 0, 0, 0, 0, 0, 0, 12, 22, 187
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\CommunityFollowersListScreen.js", "JavaScript", -88, 0, 0, 0, 0, 0, 0, -1, -8, -97
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\CommunityFollowingListScreen.js", "JavaScript", -88, 0, 0, 0, 0, 0, 0, -1, -8, -97
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\CommunityProfileScreen.js", "JavaScript", 198, 0, 0, 0, 0, 0, 0, 28, 15, 241
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\CommunityPublicProfileScreen.js", "JavaScript", 152, 0, 0, 0, 0, 0, 0, 3, 6, 161
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\EditCommunityProfileConstants.js", "JavaScript", 117, 0, 0, 0, 0, 0, 0, 2, 8, 127
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\community\EditCommunityProfileScreen.js", "JavaScript", 332, 0, 0, 0, 0, 0, 0, 5, 14, 351
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\EditProfileConstants.js", "JavaScript", 192, 0, 0, 0, 0, 0, 0, 3, 7, 202
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\EditProfileScreen.js", "JavaScript", 473, 0, 0, 0, 0, 0, 0, 14, 34, 521
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\FollowersListScreen.js", "JavaScript", -109, 0, 0, 0, 0, 0, 0, -6, -8, -123
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\FollowingListScreen.js", "JavaScript", -76, 0, 0, 0, 0, 0, 0, -1, -8, -85
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\MemberProfileScreen.js", "JavaScript", -159, 0, 0, 0, 0, 0, 0, 2, -3, -160
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\member\MemberPublicProfileScreen.js", "JavaScript", -350, 0, 0, 0, 0, 0, 0, 1, -13, -362
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\sponsor\SponsorProfileScreen.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\profile\venue\VenueProfileScreen.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\search\SearchScreen.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 1, 0, 26
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CollegeClubTypeScreen.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 1, 1, 14
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CollegeHeadsScreen.js", "JavaScript", 405, 0, 0, 0, 0, 0, 0, 25, 29, 459
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CollegeSearchScreen.js", "JavaScript", 36, 0, 0, 0, 0, 0, 0, 5, 4, 45
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CollegeSubtypeSelectScreen.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityBioScreen.js", "JavaScript", 84, 0, 0, 0, 0, 0, 0, 5, 3, 92
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityCategoryScreen.js", "JavaScript", 87, 0, 0, 0, 0, 0, 0, 3, 5, 95
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityEmailScreen.js", "JavaScript", -26, 0, 0, 0, 0, 0, 0, -1, -3, -30
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityHeadNameScreen.js", "JavaScript", 67, 0, 0, 0, 0, 0, 0, 2, 4, 73
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityLocationQuestionScreen.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 3, 5, 86
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityLocationScreen.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 13, 7, 115
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityLogoscreen.js", "JavaScript", 68, 0, 0, 0, 0, 0, 0, 4, 5, 77
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityNameScreen.js", "JavaScript", 54, 0, 0, 0, 0, 0, 0, 2, 4, 60
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityOtpScreen.js", "JavaScript", 123, 0, 0, 0, 0, 0, 0, 14, 17, 154
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityPhoneNoScreen.js", "JavaScript", 70, 0, 0, 0, 0, 0, 0, 2, 4, 76
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunitySignupNavigator.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunitySponsorTypeSelect.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 1, 2, 27
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityTypeSelectScreen.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 1, 1, 14
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\CommunityUsernameScreen.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 1, 1, 16
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\IndividualLocationScreen.js", "JavaScript", 403, 0, 0, 0, 0, 0, 0, 14, 25, 442
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\community\StudentCommunityThemeScreen.js", "JavaScript", 12, 0, 0, 0, 0, 0, 0, 1, 1, 14
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\screens\signup\member\MemberOtpScreen.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 3, 3, 22
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\services\LocationTracker.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 4, -1, 22
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\services\ViewQueueService.js", "JavaScript", 143, 0, 0, 0, 0, 0, 0, 64, 35, 242
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\services\postService.js", "JavaScript", 46, 0, 0, 0, 0, 0, 0, 11, 11, 68
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\utils\LikeStateManager.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 25, 15, 118
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\utils\accountManager.js", "JavaScript", 20, 0, 0, 0, 0, 0, 0, 2, 2, 24
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\utils\cardTiming.js", "JavaScript", 96, 0, 0, 0, 0, 0, 0, 56, 28, 180
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\utils\opportunityDraftStorage.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 32, 15, 108
"c:\Users\sanja\OneDrive\Documents\Harshith\SnooSpace\frontend\utils\signupDraftManager.js", "JavaScript", 163, 0, 0, 0, 0, 0, 0, 53, 18, 234
"Total", "-", 28043, 641, 419, 24, 89, 176, 1513, 2345, 2620, 35870
